SubjectID,CRT_Score,True statement,TrueStatementID,IQE1,IQE2,IQE3,IQI1,IQI2,IQI3,IQU1,IQU2,IQU3,IQE_avg,IQI_avg,IQU_avg,False Difficult,False Easy,True_fleshes,difficult_fleshes,easy_fleshes,True_smog_index,difficult_smog_index,easy_smog_index,True_flesch_kincaid_grade,difficult_flesch_kincaid_grade,easy_flesch_kincaid_grade,True_coleman_liau_index,difficult_coleman_liau_index,easy_coleman_liau_index,True_automated_readability_index,difficult_automated_readability_index,easy_automated_readability_index,True_dale_chall_readability_score,difficult_dale_chall_readability_score,easy_dale_chall_readability_score,True_difficult_words,difficult_difficult_words,easy_difficult_words,True_linsear_write_formula,difficult_linsear_write_formula,easy_.linsear_write_formula,True_difficult_words,difficult_difficult_words,easy_difficult_words,True_gunning_fog,difficult_gunning_fog,easy_gunning_fog,True_text_standard,difficult_text_standard,easy_text_standard,Potential_Drop
R_2SoR53DN4MQOqEN,0,"Among those with moderate COVID-19 disease, time to clinical improvement was 7 days in the CBP group, versus 8 days in the control group. The data show that administration of CBP is a safe treatment option for patients with COVID-19 disease with a favorable outcome in the rate of, and time to, clinical improvement.",1027,4,2,4,4,2,4,4,4,4,3.333333333,3.333333333,4,"Among those with moderate COVID-19 disease, time to clinical improvement was 7 days in the CBP group, versus 8 days in the control group. The data show that administration of CBP is a safe treatment option for patients with COVID-19 disease with a favorable outcome in the rate of, and time to, clinical improvement.","Among those with moderate COVID-19 disease, time to clinical improvement was 20 days in the CBP group, versus 8 days in the control group. The data show that administration of CBP is a safe treatment option for patients with COVID-19 disease with a favorable outcome in the rate of, and time to, clinical improvement.",52.53,52.53,52.53,0,0,0,12.6,12.6,12.6,10.39,10.39,10.51,15,15,15.1,10.53,10.53,10.53,13,13,13,17,17,17,13,13,13,14.5,14.5,14.5,15,15,11,1
R_2SoR53DN4MQOqEN,0,"There appears to be an age gradient, with younger children seemingly less susceptible to SARS-CoV-2 and less likely to pass it on. The BNT162b2 vaccine appeared well tolerated in children aged 1215 years, although the study was too small to identify any rare side-effects. ",1090,4,2,4,4,2,4,4,4,4,3.333333333,3.333333333,4,"There appears to be an age gradient, with younger children seemingly less susceptible to SARS-CoV-2 and less likely to pass it on. The BNT162b2 vaccine appeared well tolerated in children aged 1215 years and doctors guaranteed that if children 12-15 years of age got the SARS-CoV-2 they were practically immune to COVID compared to other vacciNo Statement heretions.","There appears to be an age gradient, with younger children seemingly less susceptible to SARS-CoV-2 and less likely to pass it on. The BNT162b2 vaccine appeared well tolerated in children aged 1215 years and they are completely immune to COVID.",57.61,50.5,59.64,0,0,0,10.7,13.4,9.9,12.01,13.41,11.72,14.2,18.2,12.8,11.55,11.61,11.73,11,16,10,14,18,12.5,11,16,10,13.35,16.43,13,14,18,13,1
R_2SoR53DN4MQOqEN,0,Weight gain was present in 87% and weight loss in 13% of patients hospitalized with COVID-19. Most patients present excess body weight according to body mass index. Covid-19 patients recovered their weight after hospitalization.,1154,4,2,4,4,2,4,4,4,4,3.333333333,3.333333333,4,Weight gain was present in 87% and weight loss in 13% of patients hospitalized with COVID-19. Most patients present excess body weight according to body mass index. Covid-19 patients recovered their weight after hospitalization.,Weight gain was present in 87% and weight loss in 13% of patients hospitalized with COVID-19. Most patients present excess body weight according to body mass index. Covid-19 patients recovered their weight after hospitalization.,68.47,68.47,68.47,9.7,9.7,9.7,6.5,6.5,6.5,13.61,13.61,13.61,11.3,11.3,11.3,10.23,10.23,10.23,7,7,7,6,6,6,7,7,7,9.23,9.23,9.23,10,10,10,1
R_2SoR53DN4MQOqEN,0,"Compared to White respondents, American Indian/Alaska Native and Black/African American respondents were less likely, and Asian and Spanish-speaking Latino respondents were more likely to report being extremely likely to be vaccinated.",1164,4,2,4,4,2,4,4,4,4,3.333333333,3.333333333,4,"Compared to White respondents, American Indian/Alaska No Statement heretive and Black/African American respondents were less likely, and Asian and Spanish-speaking Latino respondents were more likely to report being extremely likely to be vacciNo Statement hereted.","Compared to White respondents, American Indian/Alaska Native and Black/African American respondents were less likely, and Asian and Spanish-speaking Latino respondents were more likely to report being extremely likely to be vaccinated.",6.17,10.57,6.17,0,0,0,20.1,20.5,20.1,20.55,20.61,20.55,25.2,27.2,25.2,10.78,11.24,10.78,9,10,9,24.5,26.5,24.5,9,10,9,16.27,17.43,16.27,21,21,21,1
R_2uCFUfHPud4JQgS,0.666666667,"Observations so far suggest a mean incubation period of 5 days and median incubation period of 45 days from exposure to the onset of symptoms. Viral RNA is detectable in the airways 23 days before the onset of symptoms, peaks at the onset of symptoms, and decreases over the following 78 days in most patients.",1026,3,3,3,4,4,4,4,4,4,3,4,4,"Studies show that the average incubation period in 5 days. However, viral RNo Statement here can be found in the airways as quick as 2 minutes after exposure",Studies show that the average incubation period is 5 days. This means that the average person must be exposed to COVID for around 5 days in order to contract it,43.56,57.27,64.71,0,0,0,14,8.8,8,9.58,8.63,7.24,14.5,7.4,6.7,11.32,11.66,9.12,13,9,6,18.25,8.5,8.5,13,9,6,15.36,11.31,10,15,9,8,
R_2uCFUfHPud4JQgS,0.666666667,"Oxygen saturation in central venous blood, oxygen consumption and oxygen extraction are good predictors of mortality in critically ill patients with COVID-19.",1072,2,2,1,2,2,2,1,1,2,1.666666667,2,1.333333333,"Oxygen saturation in central venous blood, oxygen consumption, and oxygen extraction have no relation with mortality in ill COVID patients",critical COVID patients are likely to show oxygen saturation in central venous blood,15.31,25.8,41.36,0,0,0,16.6,14.6,10.7,18.04,16.65,13.96,18.9,16.6,11.2,13.34,12.52,12.78,10,9,6,17,15,7.5,10,9,6,19.71,18,11.35,17,15,11,
R_2uCFUfHPud4JQgS,0.666666667,"When each vitamin D status group was considered, 69.44% of the vitamin D deficient group had severe COVID-19 and 81.82% of the severely deficient group had severe COVID-19.",1151,3,3,3,4,4,4,4,4,4,3,4,4,Studies show that people more deficient with Vitamin D are less susceptible to COVID 19,Studies show that people who get more sun are 99.9% less likely to suffer severe COVID symptoms,70.5,56.25,79.77,11.2,0,0,5.7,9.1,4.2,9.31,10.37,6.92,7.6,9,4.7,11.43,11.75,9.63,6,4,3,5.666666667,10.5,3.25,6,4,3,9.43,14,3.4,6,9,4,
R_2uCFUfHPud4JQgS,0.666666667,Early nutritional screening is therefore an important step in order to perform an adequate nutritional intervention as part of COVID-19 management.,1152,3,3,3,4,4,4,4,4,4,3,4,4,NutritioNo Statement herel screening is important to watch in the recovery of COVID patients.,Studies show that poor Nutrition could be related to the cause of COVID,16.32,48.81,75.2,0,0,0,16.2,9.9,6,17.23,14.84,8.16,17.6,12.5,6.5,11.45,12.23,9.14,7,6,3,16.5,9,7.5,7,6,3,16.02,11.31,11.35,17,13,7,
R_2uCFUfHPud4JQgS,0.666666667,"Of all the patients, 9.1% required admission to the intensive care unit (ICU), of whom 83% died. The average length of ICU stay was 11 days. The observed mortality rates in blood groups A, B, AB and 0 were 86.4%, 93.3%, 80.0% and 70.8%, respectively, indicating similar death rates in all ABO blood types. When the Rh phenotype was taken into consideration, no significant changes in results were seen.",1160,2,2,3,4,4,4,4,4,4,2.333333333,4,4,A study of blood types related to COVID related ICU patients showed that 9.1% was the average mortality rate among them. It also found that Rh phenotype can change the results by a scale of almost 83% more.,"Of the patients admitted in the ICU, people with O type blood have a 0% mortality rate. On the other hand, A, B, and AB have nearly a 100%",69.89,75.5,82.14,10,10.5,0,6,5.9,5.4,7.11,6.89,2.72,6.3,5.9,3.7,12.59,10.5,9.8,14,6,3,5.357142857,7,7.25,14,6,3,9.76,9.29,8.56,6,7,6,
R_2Y2GtLl5aWGbwNQ,0.333333333,"Observations so far suggest a mean incubation period of 5 days and median incubation period of 45 days from exposure to the onset of symptoms. Viral RNA is detectable in the airways 23 days before the onset of symptoms, peaks at the onset of symptoms, and decreases over the following 78 days in most patients.",1026,4,4,4,4,4,4,4,4,4,4,4,4,"Observations so far suggest a median incubation period of 5 days and a mean incubation period of 45 days from exposure to the onset of symptoms. Viral RNo Statement here is not detectable in airways before the onset of symptoms, only detectable at the onset of symptoms, and does not decrease until after 78 days in most patients.","Observations so far suggest a incubation period of 156 days and not noticable incubation period of 45 days from exposure to the onset of symptoms. Viral RNA is like mabye in the airways 23 days before the onset of symptoms, pretty large at the onset of symptoms, and gets a wee bit smaller over the following 200-300 days in most patients.",43.56,42.04,48.98,0,0,0,14,14.6,14,9.58,10.22,9.35,14.5,15.4,15.5,11.32,10.52,11.1,13,14,12,18.25,18,19.25,13,14,12,15.36,15.05,15.48,15,15,16,
R_2Y2GtLl5aWGbwNQ,0.333333333,"Among those with moderate COVID-19 disease, time to clinical improvement was 7 days in the CBP group, versus 8 days in the control group. The data show that administration of CBP is a safe treatment option for patients with COVID-19 disease with a favorable outcome in the rate of, and time to, clinical improvement.",1027,4,4,4,4,4,4,4,4,4,4,4,4,"Among those with severe COVID-19 disease, time to clinical improvement was over 7 days in the CBP group, versus under 8 days in the control group. The data show that administration of CBP is a less effective treatment option for patients with COVID-19 disease with an unfavorable outcome in the rate of, and time to, clinical improvement.","Among those with moderate CORBID-19 disease, time to clinical improvement was maybe a week in the CBP group, versus over but cloase to two weeks in the control group. The data show that administration of CBP is a non legit treatment option for patients with CORPID-20 disease with a favorable outcome in the rate of and time to and clinical improvement.",52.53,51.01,48.98,0,0,0,12.6,13.2,14,10.39,10.91,10.57,15,16.1,16.4,10.53,10.59,10.84,13,14,16,17,17.75,18.75,13,14,16,14.5,14.91,15.48,15,11,11,
R_2Y2GtLl5aWGbwNQ,0.333333333,Children with serious underlying medical conditions had a 1.79 times higher risk of severe COVID-19 than for healthy children. Children with obesity were found to be 2.87 times more likely to get severe COVID-19 than healthy children. Children with underlying conditions also had a 2.81 times higher risk of death from COVID-19 compared to healthy children.,1088,4,4,4,4,5,4,4,5,4,4,4.333333333,4.333333333,Children with serious underlying medical conditions had a 1.79 times higher risk of severe COVID-19 than for healthy children. Children with obesity were found to be 2.87 times more likely to get severe COVID-19 than healthy children. Children with underlying conditions also had a 2.81 times higher risk of death from COVID-19 compared to healthy children.,Children with serious underlying medical conditions had a 1.79 times higher risk of severe COVID-19 than for healthy children. Children with obesity were found to be 2.87 times more likely to get severe COVID-19 than healthy children. Children with underlying conditions also had a 2.81 times higher risk of death from COVID-19 compared to healthy children.,70.5,70.5,70.5,9.3,9.3,9.3,5.7,5.7,5.7,11.28,11.28,11.28,8.6,8.6,8.6,8.89,8.89,8.89,8,8,8,4.833333333,4.833333333,4.833333333,8,8,8,7.29,7.29,7.29,9,9,9,
R_2Y2GtLl5aWGbwNQ,0.333333333,Weight gain was present in 87% and weight loss in 13% of patients hospitalized with COVID-19. Most patients present excess body weight according to body mass index. Covid-19 patients recovered their weight after hospitalization.,1154,3,2,4,4,3,2,3,4,4,3,3,3.666666667,Weight gain was present in 87% and weight loss in 13% of patients hospitalized with COVID-19. Most patients present excess body weight according to body mass index. Covid-19 patients recovered their weight after hospitalization.,Weight gain was present in 87% and weight loss in 13% of patients hospitalized with COVID-19. Most patients present excess body weight according to body mass index. Covid-19 patients recovered their weight after hospitalization.,68.47,68.47,68.47,9.7,9.7,9.7,6.5,6.5,6.5,13.61,13.61,13.61,11.3,11.3,11.3,10.23,10.23,10.23,7,7,7,6,6,6,7,7,7,9.23,9.23,9.23,10,10,10,
R_2Y2GtLl5aWGbwNQ,0.333333333,"The COVID-19 epidemic could be controlled by alternating one or two weeks of complete lockdown with one or two months of freedom, respectively. Control strategies of this kind, where the lockdowns duration is well circumscribed, could be important also to alleviate coronavirus impact on economy.",1180,2,3,4,4,3,3,4,3,4,3,3.333333333,3.666666667,"The COVID-19 epidemic could be controlled by alterNo Statement hereting one or two weeks of complete lockdown with one or two months of freedom, respectively. Control strategies of this kind, where the lockdowns duration is well circumscribed, could be important also to alleviate coroNo Statement herevirus impact on economy.","The COVID-19 epidemic could be controlled by alternating one or two weeks of complete lockdown with one or two months of freedom, respectively. Control strategies of this kind, where the lockdowns duration is well circumscribed, could be important also to alleviate coronavirus impact on economy.",40.18,46.61,40.18,0,0,0,13.2,12.8,13.2,14.74,15.21,14.74,16.3,17.6,16.3,11.42,11.94,11.42,14,16,14,15.75,16.25,15.75,14,16,14,16.11,15.51,16.11,16,16,16,
R_2YY52wmLbl7gAPw,0.666666667,"COVID-19 patients with recurrent epileptic seizures had more underlying neurological diseases than patients who had an epilepsy history but without a seizure. Patients with new-onset and recurrent epileptic seizures suffered more severe/critical COVID-19, which may lead to a worse prognosis.",1019,4,2,4,4,3,4,3,4,3,3.333333333,3.666666667,3.333333333,"COVID-19 patients with recurrent epileptic seizures had more underlying neurological diseases than patients who didn´t have an epilepsy history but with a seizure. Patients with new-onset and recurrent epileptic seizures suffered more severe/critical COVID-19, which may lead to a worse prognosis.","COVID-19 patients with recurrent epileptic seizures had less underlying neurological diseases than patients who had an epilepsy history but without a seizure. Patients with new-onset and recurrent epileptic seizures suffered more severe/critical COVID-19, which may lead to a worse prognosis.",42.72,42.21,42.72,0,0,0,12.3,12.5,12.3,18.39,17.93,18.39,18.4,18.4,18.4,10.94,11.59,10.94,12,12,12,13.5,13.75,13.5,12,12,12,13,13.08,13,13,13,13,
R_2YY52wmLbl7gAPw,0.666666667,"Oxygen saturation in central venous blood, oxygen consumption and oxygen extraction are good predictors of mortality in critically ill patients with COVID-19.",1072,3,3,4,4,4,4,4,4,4,3.333333333,4,4,"Oxygen saturation in central venous blood, oxygen consumption, and oxygen extraction are good signs of critically ill patients with COVID-19.","Oxygen saturation in central venous blood, oxygen consumption, and oxygen extraction are bad predictors of mortality in critically ill patients with COVID-19.",15.31,34.26,15.31,0,0,0,16.6,13.5,16.6,18.04,16.94,17.81,18.9,17.3,18.9,13.34,13.31,13.34,10,8,10,17,14,17,10,8,10,19.71,16,19.71,17,14,17,
R_2YY52wmLbl7gAPw,0.666666667,"There appears to be an age gradient, with younger children seemingly less susceptible to SARS-CoV-2 and less likely to pass it on. The BNT162b2 vaccine appeared well tolerated in children aged 1215 years, although the study was too small to identify any rare side-effects. ",1090,3,2,4,4,3,3,4,4,4,3,3.333333333,4,"There appears to be an age gradient, with younger children seemingly less susceptible to SARS-CoV-2 and less likely to pass it on. The BNT162b2 vaccine appeared well tolerated in children aged 813 years, although the study was too small to identify any rare side-effects.","There appears to be an age gradient, with younger children seemingly more susceptible to SARS-CoV-2 and more likely to pass it on. The BNT162b2 vaccine appeared well tolerated in children aged 1215 years, although the study was too small to identify any rare side-effects.",57.61,57.61,57.61,0,0,0,10.7,10.7,10.7,12.01,11.84,12.01,14.2,14.1,14.2,11.55,11.55,11.55,11,11,11,14,14,14,11,11,11,13.35,13.35,13.35,14,12,14,
R_2YY52wmLbl7gAPw,0.666666667,Early experience with COVID-19 patients suggests that gastrointestinal symptoms are common and associated with greater severity of illness.,1150,3,2,3,4,3,4,4,3,4,2.666666667,3.666666667,3.666666667,Early experience with COVID-19 patients suggests that intestiNo Statement herel symptoms are common and associated with greater severity of illness.,Early experience with COVID-19 patients suggests that gastrointestinal symptoms are not common and not associated with greater severity of illness.,19.37,17.34,25.8,0,0,0,15,15.8,14.6,21.11,19.55,19.26,19.5,18.9,18.7,15.06,15.68,14.1,9,11,9,13,14,14,9,11,9,16.09,16,16,15,16,15,
R_2YY52wmLbl7gAPw,0.666666667,Early nutritional screening is therefore an important step in order to perform an adequate nutritional intervention as part of COVID-19 management.,1152,2,2,4,4,4,4,4,4,4,2.666666667,4,4,Early screening is therefore an important step in order to perform an adequate intervention as part of nutritioNo Statement herel maNo Statement heregement.,Early nutritional screening is therefore an unimportant step in order to perform an adequate nutritional intervention as part of nutritional management.,16.32,31.21,7.86,0,0,0,16.2,14.6,17.4,17.23,16.54,18.91,17.6,17.5,18.7,11.45,11.64,10.69,7,9,8,16.5,15.5,17.5,7,9,8,16.02,14.42,17.92,17,15,18,
R_2ZKAA8Zes0Wu838,0.666666667,"COVID-19 patients with recurrent epileptic seizures had more underlying neurological diseases than patients who had an epilepsy history but without a seizure. Patients with new-onset and recurrent epileptic seizures suffered more severe/critical COVID-19, which may lead to a worse prognosis.",1019,3,3,3,3,3,3,3,3,3,3,3,3,"COVID-19 patients with recurrent epileptic seizures had less underlying neurological diseases than patients who had an epilepsy history but without a seizure. Patients with new-onset and recurrent epileptic seizures suffered more severe/critical COVID-19, which may lead to a worse prognosis.","COVID-19 patients without problems had less underlying neurological diseases than patients who had an epilepsy history but without a seizure. Patients with new-onset and recurrent epileptic seizures suffered more severe/critical COVID-19, which may lead to a way better prognosis.",42.72,42.72,43.22,0,0,0,12.3,12.3,12.1,18.39,18.39,17.69,18.4,18.4,17.6,10.94,10.94,11.49,12,12,13,13.5,13.5,12.75,12,12,13,13,13,12.93,13,13,13,
R_2ZKAA8Zes0Wu838,0.666666667,"Observations so far suggest a mean incubation period of 5 days and median incubation period of 45 days from exposure to the onset of symptoms. Viral RNA is detectable in the airways 23 days before the onset of symptoms, peaks at the onset of symptoms, and decreases over the following 78 days in most patients.",1026,3,3,2,2,2,2,2,4,2,2.666666667,2,2.666666667,"Observations so far suggest a max incubation period of 5 days and median incubation period of 45 days from exposure to the onset of symptoms. Viral RNo Statement here is detectable in the airways 23 days before the onset of symptoms, peaks at the onset of symptoms, and decreases over the following 78 days in all patients.","Observations so far suggest a mean incubation period of 50 days and median incubation period of 45 days from exposure to the onset of symptoms. Viral RNA is detectable in the airways 23 days before the onset of symptoms, peaks at the onset of symptoms, and decreases over the following 78 days in most patients.",43.56,42.55,43.56,0,0,0,14,14.4,14,9.58,9.75,9.7,14.5,15.1,14.3,11.32,11.7,10.74,13,14,13,18.25,18.75,18.25,13,14,13,15.36,15.61,15.36,15,16,14,
R_2ZKAA8Zes0Wu838,0.666666667,"Oxygen saturation in central venous blood, oxygen consumption and oxygen extraction are good predictors of mortality in critically ill patients with COVID-19.",1072,3,3,4,2,2,4,2,4,3,3.333333333,2.666666667,3,"Oxygen saturation in central venous blood, oxygen consumption, and oxygen extraction are poor predictors of mortality in critically ill patients with COVID-19.","Oxygen saturation in central venous blood, oxygen consumption, and oxygen extraction are poor predictors of mortality in critically ill patients that have never contracted COVID-19.",15.31,15.31,12.26,0,0,0,16.6,16.6,17.8,18.04,18.04,18.51,18.9,19.1,20.6,13.34,13.34,13.09,10,10,11,17,17,19.5,10,10,11,19.71,19.71,21.2,17,17,21,
R_2ZKAA8Zes0Wu838,0.666666667,"Close, frequent contact with patients and those exposed to patients with cough symptoms are associated with an increased risk of infection.",1080,3,3,3,3,3,3,3,3,3,3,3,3,"Close, infrequent contact with patients and those exposed to patients with cough symptoms are associated with an increased risk of infection.",No contact with patients or those exposed to patients with cough symptoms are associated with an increased risk of infection.,50.16,41.7,51.18,0,0,0,11.5,12.7,11.1,15.03,15.61,13.17,15.8,16.2,13.5,11.45,11.45,10.94,8,8,7,12.5,13.5,12,8,8,7,12.21,14.11,12,12,16,12,
R_2ZKAA8Zes0Wu838,0.666666667,"Of all the patients, 9.1% required admission to the intensive care unit (ICU), of whom 83% died. The average length of ICU stay was 11 days. The observed mortality rates in blood groups A, B, AB and 0 were 86.4%, 93.3%, 80.0% and 70.8%, respectively, indicating similar death rates in all ABO blood types. When the Rh phenotype was taken into consideration, no significant changes in results were seen.",1160,3,2,1,3,2,2,3,3,4,2,2.333333333,3.333333333,"Of all the patients, 91% required admission to the intensive care unit (ICU), of whom 8.3% died. The average length of ICU stay was 11 days. The observed mortality rates in blood groups A, B, AB and 0 were 8.64%, 9.33%, 8.0% and 7.08%, respectively, indicating similar death rates in all ABO blood types. When the Rh phenotype was taken into consideration, no significant changes in results were seen.","Of all the patients, 100% required admission to the intensive care unit (ICU), of whom 100% died. The average length of ICU stay was 11 days. The observed mortality rates in blood groups A, B, AB and 0 were 100% , 100% , 100%  and 100% , respectively, indicating similar death rates in all ABO blood types. When the Rh phenotype was taken into consideration, no significant changes in results were seen.",69.89,68.26,62.38,10,10.5,12.2,6,6.6,8.9,7.11,7.35,8.47,6.3,7.1,9.8,12.59,12.22,10.9,14,14,14,5.357142857,6.416666667,11.5,14,14,14,9.76,10.4,12.72,6,7,9,
R_3eb2ZyQGDg0SpBf,1,"While Test A failed to detect SARS-CoV-2 antibodies in 3784% of non-hospitalised patients, Test B detected antibodies in 79%. Test C detected antibodies in 95% of non-hospitalised patients. Antibody levels were initially low, increased over time, and increased as the disease got worse. ",1024,5,4,4,4,3,3,4,3,4,4.333333333,3.333333333,3.666666667,"While Test A failed to detect SARS-CoV-2 antibodies in 3784% of non-hospitalized patients, Test B detected antibodies in 79%. Test C detected antibodies in 95% of hospitalized patients. Antibody levels were initially low, increased over time, and increased as the disease got worse","While Test A failed to detect SARS-CoV-2 antibodies in 3784% of non-hospitalized patients, Test B detected antibodies in 79%. Test C detected antibodies in 95% of non-hospitalized patients. Antibody levels were initially high, decreased over time, and decreased as the disease got worse",48.5,48.5,48.5,13,13,13,10,10,10,13.27,12.87,13.45,12.6,12,12.6,12.06,12.06,12.06,10,10,10,10.16666667,10.16666667,10.16666667,10,10,10,10.37,10.37,10.37,13,13,13,
R_3eb2ZyQGDg0SpBf,1,"A substantial number of infected healthcare workers were asymptomatic 28.9%, and 35.5% were admitted to hospital. The mean length of hospital stay was 8.1 days. 70.1% of confirmed cases had been vaccinated against seasonal influenza.",1074,5,5,4,3,2,2,2,2,2,4.666666667,2.333333333,2,"A substantial number of infected healthcare workers were vacciNo Statement hereted (28.9%), and 35.5% were admitted to hospital. The mean length of hospital stay was 8.1 days. 70.1% of confirmed cases had been vacciNo Statement hereted against seasoNo Statement herel influenza.","A minor number of infected healthcare workers were asymptomatic (28.9%), and 35.5% were admitted to hospital. The mean length of hospital stay was 8.1 days. 70.1% of confirmed cases had been vaccinated against seasonal influenza.",55.91,63.15,55.91,10.8,10.4,10.4,7.2,6.5,7.2,11.2,12.49,10.22,8.9,10,8.3,12.56,12.13,12.56,11,12,11,4.3,4.7,4.1,11,12,11,10.8,8.16,9.66,11,10,10,
R_3eb2ZyQGDg0SpBf,1,"Close, frequent contact with patients and those exposed to patients with cough symptoms are associated with an increased risk of infection.",1080,5,3,4,4,4,4,4,4,4,4,4,4,"Brief, infrequent contact with patients and those exposed to patients with cough symptoms are associated with an increased risk of infection.","Close, frequent contact with patients and those exposed to patients with cough symptoms are associated with an increased risk of death.",50.16,41.7,58.62,0,0,0,11.5,12.7,10.3,15.03,15.61,13.92,15.8,16.2,14.9,11.45,12.2,10.69,8,8,7,12.5,13.5,11.5,8,8,7,12.21,14.11,10.3,12,13,11,
R_3eb2ZyQGDg0SpBf,1,"The median duration of COVID-19 was shorter in the thalidomide group compared to the control group (respectively, 11.0 vs 23.0 days). ",1094,4,4,4,2,2,2,2,2,4,4,2,2.666666667,"The median duration of COVID-19 was shorter in the test group compared to the control group (respectively, 11.0 vs 23.0 days).","The median duration of COVID-19 was longer in the thalidomide group compared to the control group (respectively, 11.0 vs 23.0 days).",69.28,69.28,69.28,0,0,0,6.2,6.2,6.2,10.53,8.56,10.24,9.2,7.6,8.9,14.68,13.93,14.68,7,6,6,5.75,5.75,5.75,7,6,6,9.91,9.91,9.91,6,6,6,
R_3eb2ZyQGDg0SpBf,1,Early experience with COVID-19 patients suggests that gastrointestinal symptoms are common and associated with greater severity of illness.,1150,5,5,4,4,5,4,5,4,4,4.666666667,4.333333333,4.333333333,Early experience with COVID-19 patients suggests that gastrointestiNo Statement herel symptoms are uncommon and associated with greater severity of illness.,Early experience with COVID-19 patients suggests that gastrointestinal symptoms are rare and associated with greater severity of illness.,19.37,8.88,27.83,0,0,0,15,17,13.9,21.11,21.87,20.47,19.5,20.8,19,15.06,15.68,15.06,9,11,8,13,15,13,9,11,8,16.09,18,16.09,15,17,13,
R_3fDAfG4u7BFse4T,0.333333333,"While molecular testing has been the primary means of diagnosing acute COVID-19 infection, blood testing is gaining importance for diagnosing minor infections or supporting the diagnosis of difficulty breathing in cases where the pathogen is no longer detectable in the upper respiratory tract.",1020,5,1,5,5,5,5,5,5,5,3.666666667,5,5,"While blood testing has been the primary means of diagnosing acute COVID-19 infection, molecular testing is gaining importance for diagnosing minor infections or supporting the diagnosis of difficulty breathing in cases where the pathogen is no longer detectable in the upper respiratory tract.","While molecular testing has been the primary means of diagnosing acute COVID-19 infection, blood testing is 100% accurate for diagnosing major infections or supporting the diagnosis of difficulty breathing in cases where the pathogen is no longer detectable in the upper respiratory tract.",10.91,10.91,10.91,0,0,0,22.4,22.4,22.4,17.19,17.19,16.38,27.7,27.7,27.1,13.85,13.85,13.48,16,16,14,32.5,32.5,32.5,16,16,14,26.5,26.5,26.5,0,0,27,
R_3fDAfG4u7BFse4T,0.333333333,"Among those with moderate COVID-19 disease, time to clinical improvement was 7 days in the CBP group, versus 8 days in the control group. The data show that administration of CBP is a safe treatment option for patients with COVID-19 disease with a favorable outcome in the rate of, and time to, clinical improvement.",1027,4,4,4,4,1,4,4,4,4,4,3,4,"Among those with major COVID-19 disease, time to clinical improvement was 9 days in the CBP group, versus 10 days in the control group. The data show that administration of CBP is a safe treatment option for patients with COVID-19 disease with a favorable outcome in the rate of, and time to, clinical improvement.","Among those with major COVID-19 disease, time to clinical improvement was 14 days in the CBP group, versus 2 days in the control group. The data show that administration of CBP is a safe treatment option for patients with COVID-19 disease with a favorable outcome in the rate of, and time to, clinical improvement.",52.53,60.99,60.99,0,0,0,12.6,11.5,11.5,10.39,10.22,10.22,15,14.8,14.8,10.53,10.24,10.24,13,12,12,17,16.5,16.5,13,12,12,14.5,13.76,13.76,15,12,12,
R_3fDAfG4u7BFse4T,0.333333333,"Migrant worker cases were younger, had few medical comorbidities and less severe disease. As the migrant worker cases increased, the proportion of patients with pneumonia decreased, whilst patients presenting earlier in their illness and asymptomatic disease became more common.",1028,4,3,4,4,4,4,4,4,4,3.666666667,4,4,"Migrant worker cases were younger, had no medical comorbidities and less severe disease. As the migrant worker cases increased, the proportion of patients with pneumonia increased, whilst patients presenting earlier in their illness and asymptomatic disease became less common.","Migrant worker cases were older, had a lot of medical comorbidities and less very disease. As the migrant worker cases decreased, the proportion of patients with pneumonia increased, whilst patients presenting earlier in their illness and asymptomatic disease became more common.",34.76,34.76,33.75,0,0,0,13.3,13.3,13.6,17.69,17.52,15.84,17.3,17.2,16.3,11.89,11.49,11.2,16,15,16,13.25,13.25,13.75,16,15,16,14.98,14.98,15.03,12,18,14,
R_3fDAfG4u7BFse4T,0.333333333,"A substantial number of infected healthcare workers were asymptomatic 28.9%, and 35.5% were admitted to hospital. The mean length of hospital stay was 8.1 days. 70.1% of confirmed cases had been vaccinated against seasonal influenza.",1074,4,4,4,4,5,4,4,4,4,4,4.333333333,4,"A substantial number of infected healthcare workers were asymptomatic (45.6%), and 51.2% were admitted to hospital. The mean length of hospital stay was 11.4 days. 70.1% of confirmed cases had been vacciNo Statement hereted against seasoNo Statement herel influenza.","A substantial number of infected healthcare workers were asymptomatic (78%), and 10% weren't admitted to hospital. The mean length of hospital stay was 18 days. 90% of confirmed cases had been vaccinated against seasonal influenza.",55.91,63.56,51.14,10.8,10.4,13,7.2,6.3,9,11.2,12.31,12.51,8.9,10,10.9,12.56,13.34,11.89,11,13,12,4.3,4.5,7.833333333,11,13,12,10.8,9.27,12.68,11,10,13,
R_3fDAfG4u7BFse4T,0.333333333,"Close, frequent contact with patients and those exposed to patients with cough symptoms are associated with an increased risk of infection.",1080,5,4,4,5,4,4,4,4,4,4.333333333,4.333333333,4,"Close, frequent contact with patients and those exposed to patients with cough symptoms are associated with minimal risk of infection.","Close, frequent contact with patients and those exposed to patients with cough symptoms are associated with no risk of infection.",50.16,42.72,51.18,0,0,0,11.5,12.3,11.1,15.03,15.49,14.04,15.8,15.7,14.5,11.45,11.73,10.94,8,8,7,12.5,13,12,8,8,7,12.21,14,12,12,12,12,
